week_start,site_id,equipment_types,quantity_items
2025-03-03,S006,Bulldozer|Excavator|Grader|Roller,Bulldozer_1|Excavator_1|Grader_1|Roller_1
2025-03-03,S007,Bulldozer,Bulldozer_1
2025-03-03,S008,Grader|Roller,Grader_2_units|Roller_1
2025-03-03,S009,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_4_units|Grader_1
2025-03-03,S010,Bulldozer|Loader|Roller,Bulldozer_1|Loader_2_units|Roller_1
2025-03-10,S001,Excavator|Loader,Excavator_1|Loader_1
2025-03-10,S002,Excavator|Loader|Roller,Excavator_1|Loader_1|Roller_1
2025-03-10,S003,Crane|Excavator|Grader|Loader|Roller,Crane_1|Excavator_1|Grader_1|Loader_1|Roller_2_units
2025-03-10,S004,Crane|Excavator|Loader|Roller,Crane_1|Excavator_2_units|Loader_1|Roller_1
2025-03-10,S005,Bulldozer|Crane|Excavator|Grader|Loader|Roller,Bulldozer_1|Crane_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-03-10,S006,Grader|Roller,Grader_1|Roller_1
2025-03-10,S007,Grader,Grader_1
2025-03-10,S008,Excavator|Roller,Excavator_1|Roller_4_units
2025-03-10,S009,Excavator|Grader|Roller,Excavator_4_units|Grader_1|Roller_2_units
2025-03-10,S010,Bulldozer|Grader|Loader,Bulldozer_1|Grader_2_units|Loader_1
2025-03-17,S001,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_1|Loader_1
2025-03-17,S002,Roller,Roller_1
2025-03-17,S003,Crane|Grader|Loader|Roller,Crane_1|Grader_1|Loader_2_units|Roller_2_units
2025-03-17,S004,Bulldozer|Crane|Excavator|Loader|Roller,Bulldozer_1|Crane_1|Excavator_2_units|Loader_1|Roller_1
2025-03-17,S005,Bulldozer|Excavator|Loader,Bulldozer_2_units|Excavator_1|Loader_1
2025-03-17,S006,Crane|Grader,Crane_1|Grader_1
2025-03-17,S007,Excavator|Grader,Excavator_1|Grader_1
2025-03-17,S008,Crane|Excavator|Roller,Crane_1|Excavator_1|Roller_4_units
2025-03-17,S009,Excavator|Grader|Roller,Excavator_2_units|Grader_1|Roller_2_units
2025-03-17,S010,Bulldozer|Grader,Bulldozer_1|Grader_2_units
2025-03-24,S001,Bulldozer|Excavator|Grader|Loader,Bulldozer_2_units|Excavator_1|Grader_1|Loader_1
2025-03-24,S002,Crane|Excavator|Loader|Roller,Crane_1|Excavator_1|Loader_1|Roller_1
2025-03-24,S003,Loader|Roller,Loader_2_units|Roller_2_units
2025-03-24,S004,Bulldozer|Crane|Excavator|Loader,Bulldozer_1|Crane_1|Excavator_1|Loader_1
2025-03-24,S005,Bulldozer|Excavator|Grader,Bulldozer_2_units|Excavator_1|Grader_1
2025-03-24,S006,Crane,Crane_1
2025-03-24,S007,Crane|Excavator|Grader,Crane_1|Excavator_1|Grader_1
2025-03-24,S008,Crane|Excavator|Loader|Roller,Crane_1|Excavator_1|Loader_1|Roller_3_units
2025-03-24,S009,Excavator|Grader|Roller,Excavator_2_units|Grader_1|Roller_1
2025-03-24,S010,Grader,Grader_1
2025-03-31,S001,Bulldozer|Excavator|Grader|Loader,Bulldozer_2_units|Excavator_1|Grader_1|Loader_1
2025-03-31,S002,Crane|Excavator|Loader|Roller,Crane_1|Excavator_1|Loader_3_units|Roller_1
2025-03-31,S003,Loader|Roller,Loader_1|Roller_1
2025-03-31,S004,Excavator|Loader,Excavator_1|Loader_1
2025-03-31,S005,Excavator|Grader|Roller,Excavator_1|Grader_1|Roller_1
2025-03-31,S006,Crane,Crane_1
2025-03-31,S007,Bulldozer|Crane|Excavator|Grader,Bulldozer_1|Crane_1|Excavator_1|Grader_3_units
2025-03-31,S008,Crane|Excavator|Loader|Roller,Crane_1|Excavator_1|Loader_1|Roller_4_units
2025-03-31,S009,Grader|Roller,Grader_1|Roller_1
2025-03-31,S010,Crane|Grader,Crane_1|Grader_1
2025-04-07,S001,Excavator|Grader,Excavator_1|Grader_1
2025-04-07,S002,Loader|Roller,Loader_4_units|Roller_1
2025-04-07,S003,Roller,Roller_4_units
2025-04-07,S004,Loader,Loader_1
2025-04-07,S005,Crane|Excavator|Grader|Loader|Roller,Crane_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-04-07,S006,Crane|Loader|Roller,Crane_1|Loader_1|Roller_3_units
2025-04-07,S007,Bulldozer|Crane|Grader|Roller,Bulldozer_1|Crane_1|Grader_3_units|Roller_4_units
2025-04-07,S008,Excavator|Loader|Roller,Excavator_1|Loader_1|Roller_4_units
2025-04-07,S009,Bulldozer|Roller,Bulldozer_1|Roller_1
2025-04-07,S010,Crane|Excavator|Roller,Crane_1|Excavator_1|Roller_1
2025-04-14,S001,Excavator,Excavator_2_units
2025-04-14,S002,Crane|Loader,Crane_1|Loader_4_units
2025-04-14,S003,Crane|Roller,Crane_1|Roller_4_units
2025-04-14,S004,,
2025-04-14,S005,Crane|Excavator|Grader|Loader|Roller,Crane_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-04-14,S006,Excavator|Loader|Roller,Excavator_1|Loader_1|Roller_3_units
2025-04-14,S007,Crane|Grader|Roller,Crane_1|Grader_1|Roller_4_units
2025-04-14,S008,Excavator|Loader|Roller,Excavator_1|Loader_1|Roller_1
2025-04-14,S009,Bulldozer|Crane|Roller,Bulldozer_1|Crane_1|Roller_1
2025-04-14,S010,Crane|Excavator|Loader|Roller,Crane_1|Excavator_1|Loader_1|Roller_1
2025-04-21,S001,Crane|Excavator|Loader|Roller,Crane_1|Excavator_3_units|Loader_1|Roller_1
2025-04-21,S002,Crane|Excavator|Loader,Crane_2_units|Excavator_1|Loader_1
2025-04-21,S003,Bulldozer|Crane|Roller,Bulldozer_2_units|Crane_1|Roller_3_units
2025-04-21,S004,,
2025-04-21,S005,Bulldozer|Crane|Excavator|Grader,Bulldozer_1|Crane_1|Excavator_1|Grader_1
2025-04-21,S006,Bulldozer|Excavator|Roller,Bulldozer_2_units|Excavator_1|Roller_3_units
2025-04-21,S007,Crane|Roller,Crane_2_units|Roller_3_units
2025-04-21,S008,Excavator|Loader,Excavator_1|Loader_1
2025-04-21,S009,Crane|Loader,Crane_1|Loader_1
2025-04-21,S010,Bulldozer|Crane|Loader|Roller,Bulldozer_2_units|Crane_1|Loader_1|Roller_1
2025-04-28,S001,Bulldozer|Crane|Excavator|Loader|Roller,Bulldozer_2_units|Crane_1|Excavator_3_units|Loader_2_units|Roller_1
2025-04-28,S002,Crane|Excavator|Loader,Crane_2_units|Excavator_1|Loader_1
2025-04-28,S003,Bulldozer|Crane|Roller,Bulldozer_2_units|Crane_1|Roller_1
2025-04-28,S004,Crane|Loader,Crane_1|Loader_1
2025-04-28,S005,Bulldozer|Crane|Grader|Loader,Bulldozer_1|Crane_1|Grader_1|Loader_1
2025-04-28,S006,Bulldozer|Crane|Grader|Loader|Roller,Bulldozer_2_units|Crane_1|Grader_1|Loader_1|Roller_2_units
2025-04-28,S007,Crane|Roller,Crane_2_units|Roller_1
2025-04-28,S008,Excavator|Loader,Excavator_1|Loader_1
2025-04-28,S009,Loader,Loader_1
2025-04-28,S010,Bulldozer|Crane|Excavator|Loader|Roller,Bulldozer_2_units|Crane_1|Excavator_1|Loader_1|Roller_1
2025-05-05,S001,Bulldozer|Excavator|Grader|Loader,Bulldozer_2_units|Excavator_4_units|Grader_1|Loader_2_units
2025-05-05,S002,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_1|Loader_2_units
2025-05-05,S003,Crane|Loader|Roller,Crane_1|Loader_1|Roller_1
2025-05-05,S004,Crane|Excavator|Loader,Crane_1|Excavator_1|Loader_1
2025-05-05,S005,Crane|Loader,Crane_2_units|Loader_1
2025-05-05,S006,Crane|Grader|Loader|Roller,Crane_1|Grader_1|Loader_1|Roller_1
2025-05-05,S007,Crane,Crane_1
2025-05-05,S008,Excavator|Grader|Loader,Excavator_1|Grader_1|Loader_1
2025-05-05,S009,Loader,Loader_1
2025-05-05,S010,Bulldozer|Crane|Excavator|Loader|Roller,Bulldozer_1|Crane_1|Excavator_1|Loader_2_units|Roller_1
2025-05-12,S001,Excavator|Grader|Loader|Roller,Excavator_5_units|Grader_2_units|Loader_1|Roller_2_units
2025-05-12,S002,Bulldozer|Crane|Loader,Bulldozer_1|Crane_1|Loader_2_units
2025-05-12,S003,Loader|Roller,Loader_1|Roller_1
2025-05-12,S004,Crane|Excavator|Loader,Crane_1|Excavator_1|Loader_1
2025-05-12,S005,Crane,Crane_2_units
2025-05-12,S006,Grader|Roller,Grader_1|Roller_1
2025-05-12,S007,Crane,Crane_1
2025-05-12,S008,Crane|Excavator|Grader|Loader,Crane_1|Excavator_1|Grader_1|Loader_1
2025-05-12,S009,,
2025-05-12,S010,Bulldozer|Crane|Excavator|Loader,Bulldozer_1|Crane_1|Excavator_1|Loader_3_units
2025-05-19,S001,Bulldozer|Crane|Excavator|Grader|Loader|Roller,Bulldozer_1|Crane_1|Excavator_5_units|Grader_2_units|Loader_1|Roller_2_units
2025-05-19,S002,Crane|Excavator,Crane_1|Excavator_1
2025-05-19,S003,Roller,Roller_1
2025-05-19,S004,Bulldozer|Loader,Bulldozer_1|Loader_1
2025-05-19,S005,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-05-19,S006,Grader|Roller,Grader_1|Roller_1
2025-05-19,S007,,
2025-05-19,S008,Crane|Excavator|Grader|Loader|Roller,Crane_1|Excavator_1|Grader_2_units|Loader_1|Roller_1
2025-05-19,S009,Crane,Crane_1
2025-05-19,S010,Bulldozer|Crane|Excavator|Grader|Loader,Bulldozer_1|Crane_1|Excavator_1|Grader_1|Loader_3_units
2025-05-26,S001,Bulldozer|Crane|Grader|Loader|Roller,Bulldozer_2_units|Crane_1|Grader_3_units|Loader_1|Roller_1
2025-05-26,S002,Crane|Excavator,Crane_1|Excavator_1
2025-05-26,S003,Loader|Roller,Loader_1|Roller_1
2025-05-26,S004,Bulldozer|Loader,Bulldozer_1|Loader_1
2025-05-26,S005,Bulldozer|Grader,Bulldozer_1|Grader_1
2025-05-26,S006,Excavator|Roller,Excavator_1|Roller_1
2025-05-26,S007,,
2025-05-26,S008,Crane|Excavator|Grader|Loader|Roller,Crane_1|Excavator_1|Grader_2_units|Loader_1|Roller_2_units
2025-05-26,S009,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-05-26,S010,Bulldozer|Crane|Grader,Bulldozer_1|Crane_1|Grader_1
2025-06-02,S001,Bulldozer|Grader|Roller,Bulldozer_2_units|Grader_3_units|Roller_1
2025-06-02,S002,Bulldozer|Crane|Excavator,Bulldozer_1|Crane_3_units|Excavator_1
2025-06-02,S003,Loader|Roller,Loader_1|Roller_1
2025-06-02,S004,,
2025-06-02,S005,Crane|Grader|Loader|Roller,Crane_1|Grader_1|Loader_1|Roller_1
2025-06-02,S006,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-06-02,S007,,
2025-06-02,S008,Bulldozer|Excavator|Grader|Roller,Bulldozer_1|Excavator_1|Grader_2_units|Roller_2_units
2025-06-02,S009,Bulldozer,Bulldozer_2_units
2025-06-02,S010,Crane|Excavator|Grader|Loader,Crane_2_units|Excavator_1|Grader_1|Loader_1
2025-06-09,S001,Bulldozer|Crane|Grader|Loader,Bulldozer_1|Crane_1|Grader_1|Loader_1
2025-06-09,S002,Bulldozer|Crane|Excavator|Grader|Loader,Bulldozer_1|Crane_3_units|Excavator_1|Grader_1|Loader_2_units
2025-06-09,S003,Loader|Roller,Loader_1|Roller_1
2025-06-09,S004,Bulldozer|Loader,Bulldozer_1|Loader_1
2025-06-09,S005,Crane|Grader|Loader|Roller,Crane_1|Grader_1|Loader_1|Roller_1
2025-06-09,S006,Bulldozer,Bulldozer_1
2025-06-09,S007,,
2025-06-09,S008,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-06-09,S009,Bulldozer|Loader,Bulldozer_2_units|Loader_1
2025-06-09,S010,Crane|Excavator|Grader|Loader|Roller,Crane_2_units|Excavator_1|Grader_1|Loader_1|Roller_1
2025-06-16,S001,Bulldozer|Crane|Excavator|Loader,Bulldozer_2_units|Crane_1|Excavator_2_units|Loader_1
2025-06-16,S002,Crane|Excavator|Grader|Loader,Crane_2_units|Excavator_1|Grader_1|Loader_2_units
2025-06-16,S003,Loader|Roller,Loader_1|Roller_1
2025-06-16,S004,Bulldozer|Loader,Bulldozer_1|Loader_1
2025-06-16,S005,Grader,Grader_1
2025-06-16,S006,Crane|Excavator,Crane_2_units|Excavator_1
2025-06-16,S007,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-06-16,S008,Crane,Crane_1
2025-06-16,S009,Grader|Loader,Grader_1|Loader_1
2025-06-16,S010,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_1
2025-06-23,S001,Bulldozer|Crane|Excavator,Bulldozer_2_units|Crane_1|Excavator_2_units
2025-06-23,S002,Bulldozer|Crane|Excavator|Grader,Bulldozer_1|Crane_1|Excavator_1|Grader_1
2025-06-23,S003,Grader|Roller,Grader_1|Roller_1
2025-06-23,S004,Bulldozer,Bulldozer_1
2025-06-23,S005,Bulldozer|Crane|Grader|Loader|Roller,Bulldozer_1|Crane_1|Grader_2_units|Loader_1|Roller_1
2025-06-23,S006,Crane|Excavator|Grader,Crane_2_units|Excavator_1|Grader_1
2025-06-23,S007,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_1|Grader_1
2025-06-23,S008,Loader,Loader_1
2025-06-23,S009,Grader|Loader,Grader_1|Loader_1
2025-06-23,S010,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_1
2025-06-30,S001,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_2_units|Grader_2_units
2025-06-30,S002,Bulldozer|Crane|Excavator|Loader,Bulldozer_1|Crane_1|Excavator_1|Loader_1
2025-06-30,S003,Grader|Roller,Grader_3_units|Roller_1
2025-06-30,S004,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-06-30,S005,Bulldozer|Crane|Grader|Loader|Roller,Bulldozer_1|Crane_1|Grader_2_units|Loader_1|Roller_1
2025-06-30,S006,Crane|Excavator|Grader,Crane_1|Excavator_2_units|Grader_1
2025-06-30,S007,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_1|Grader_1
2025-06-30,S008,Loader,Loader_1
2025-06-30,S009,Excavator|Grader,Excavator_1|Grader_3_units
2025-06-30,S010,Excavator|Roller,Excavator_1|Roller_1
2025-07-07,S001,Bulldozer|Crane|Grader|Loader|Roller,Bulldozer_1|Crane_1|Grader_2_units|Loader_1|Roller_1
2025-07-07,S002,Bulldozer|Loader,Bulldozer_1|Loader_1
2025-07-07,S003,Grader|Roller,Grader_3_units|Roller_1
2025-07-07,S004,Bulldozer|Crane|Excavator|Grader|Loader,Bulldozer_1|Crane_1|Excavator_1|Grader_1|Loader_1
2025-07-07,S005,Bulldozer|Roller,Bulldozer_1|Roller_1
2025-07-07,S006,Excavator|Grader|Roller,Excavator_2_units|Grader_1|Roller_1
2025-07-07,S007,Bulldozer|Crane|Loader,Bulldozer_1|Crane_1|Loader_1
2025-07-07,S008,Loader,Loader_1
2025-07-07,S009,Excavator|Grader|Roller,Excavator_1|Grader_3_units|Roller_1
2025-07-07,S010,Bulldozer|Excavator|Grader|Loader|Roller,Bulldozer_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-07-14,S001,Bulldozer|Crane|Loader|Roller,Bulldozer_1|Crane_1|Loader_1|Roller_1
2025-07-14,S002,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_1|Loader_1
2025-07-14,S003,Grader|Loader|Roller,Grader_2_units|Loader_1|Roller_1
2025-07-14,S004,Bulldozer|Crane|Excavator|Grader|Loader,Bulldozer_1|Crane_1|Excavator_1|Grader_1|Loader_1
2025-07-14,S005,Bulldozer,Bulldozer_1
2025-07-14,S006,Excavator|Grader|Roller,Excavator_2_units|Grader_1|Roller_1
2025-07-14,S007,Bulldozer|Crane|Loader,Bulldozer_1|Crane_1|Loader_1
2025-07-14,S008,Loader,Loader_1
2025-07-14,S009,Bulldozer|Excavator|Grader|Roller,Bulldozer_1|Excavator_1|Grader_3_units|Roller_1
2025-07-14,S010,Bulldozer|Excavator|Grader|Loader,Bulldozer_1|Excavator_1|Grader_1|Loader_1
2025-07-21,S001,Bulldozer|Crane|Loader|Roller,Bulldozer_1|Crane_1|Loader_1|Roller_1
2025-07-21,S002,Excavator|Loader,Excavator_1|Loader_1
2025-07-21,S003,Grader|Loader|Roller,Grader_1|Loader_1|Roller_1
2025-07-21,S004,Bulldozer|Roller,Bulldozer_1|Roller_1
2025-07-21,S005,,
2025-07-21,S006,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_2_units|Grader_1
2025-07-21,S007,Bulldozer|Crane|Loader,Bulldozer_1|Crane_1|Loader_1
2025-07-21,S008,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_1|Loader_1
2025-07-21,S009,Bulldozer|Excavator|Grader|Roller,Bulldozer_1|Excavator_1|Grader_2_units|Roller_1
2025-07-21,S010,Bulldozer|Excavator|Grader|Loader|Roller,Bulldozer_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-07-28,S001,Bulldozer|Crane|Loader,Bulldozer_1|Crane_1|Loader_1
2025-07-28,S002,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-07-28,S003,Grader|Roller,Grader_1|Roller_1
2025-07-28,S004,Bulldozer|Excavator|Roller,Bulldozer_1|Excavator_1|Roller_1
2025-07-28,S005,Grader,Grader_1
2025-07-28,S006,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_2_units|Loader_1
2025-07-28,S007,Crane,Crane_1
2025-07-28,S008,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_2_units|Loader_1
2025-07-28,S009,Bulldozer|Grader|Loader|Roller,Bulldozer_1|Grader_2_units|Loader_1|Roller_1
2025-07-28,S010,Bulldozer|Crane|Grader|Roller,Bulldozer_1|Crane_1|Grader_1|Roller_1
2025-08-04,S001,Loader,Loader_1
2025-08-04,S002,Bulldozer|Grader|Roller,Bulldozer_1|Grader_1|Roller_1
2025-08-04,S003,Excavator|Grader|Roller,Excavator_1|Grader_1|Roller_1
2025-08-04,S004,Bulldozer|Excavator|Grader|Loader|Roller,Bulldozer_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-08-04,S005,Bulldozer|Grader|Roller,Bulldozer_1|Grader_1|Roller_2_units
2025-08-04,S006,Bulldozer|Excavator|Grader|Loader,Bulldozer_1|Excavator_2_units|Grader_2_units|Loader_1
2025-08-04,S007,Excavator|Roller,Excavator_1|Roller_1
2025-08-04,S008,Excavator|Loader,Excavator_2_units|Loader_1
2025-08-04,S009,Bulldozer|Excavator|Grader|Loader|Roller,Bulldozer_1|Excavator_2_units|Grader_2_units|Loader_1|Roller_1
2025-08-04,S010,Crane|Loader|Roller,Crane_1|Loader_1|Roller_1
2025-08-11,S001,Loader,Loader_1
2025-08-11,S002,Bulldozer|Grader|Roller,Bulldozer_1|Grader_1|Roller_1
2025-08-11,S003,Excavator|Grader|Roller,Excavator_1|Grader_1|Roller_1
2025-08-11,S004,Bulldozer|Grader|Loader|Roller,Bulldozer_1|Grader_1|Loader_1|Roller_1
2025-08-11,S005,Bulldozer|Loader|Roller,Bulldozer_1|Loader_1|Roller_2_units
2025-08-11,S006,Bulldozer|Excavator|Grader|Loader|Roller,Bulldozer_1|Excavator_1|Grader_2_units|Loader_2_units|Roller_1
2025-08-11,S007,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_1
2025-08-11,S008,Bulldozer|Excavator,Bulldozer_1|Excavator_2_units
2025-08-11,S009,Bulldozer|Excavator|Loader|Roller,Bulldozer_4_units|Excavator_2_units|Loader_1|Roller_1
2025-08-11,S010,Crane|Loader|Roller,Crane_1|Loader_1|Roller_1
2025-08-18,S001,Loader,Loader_1
2025-08-18,S002,Bulldozer,Bulldozer_1
2025-08-18,S003,Bulldozer|Excavator,Bulldozer_1|Excavator_1
2025-08-18,S004,Bulldozer,Bulldozer_2_units
2025-08-18,S005,Loader|Roller,Loader_1|Roller_1
2025-08-18,S006,Excavator|Grader|Loader|Roller,Excavator_1|Grader_1|Loader_2_units|Roller_1
2025-08-18,S007,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_1
2025-08-18,S008,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_2_units|Loader_1
2025-08-18,S009,Bulldozer|Excavator|Loader,Bulldozer_4_units|Excavator_2_units|Loader_1
2025-08-18,S010,Roller,Roller_1
2025-08-25,S001,Loader,Loader_3_units
2025-08-25,S002,,
2025-08-25,S003,Bulldozer,Bulldozer_1
2025-08-25,S004,Bulldozer|Roller,Bulldozer_2_units|Roller_1
2025-08-25,S005,Crane,Crane_1
2025-08-25,S006,Bulldozer|Excavator|Grader|Loader,Bulldozer_1|Excavator_1|Grader_1|Loader_1
2025-08-25,S007,Excavator,Excavator_1
2025-08-25,S008,Grader|Loader,Grader_1|Loader_1
2025-08-25,S009,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_1|Grader_1
2025-08-25,S010,Loader|Roller,Loader_1|Roller_3_units
2025-09-01,S001,Loader|Roller,Loader_3_units|Roller_1
2025-09-01,S002,Crane,Crane_1
2025-09-01,S003,Bulldozer|Grader,Bulldozer_1|Grader_1
2025-09-01,S004,Bulldozer|Roller,Bulldozer_1|Roller_1
2025-09-01,S005,Crane|Loader,Crane_1|Loader_2_units
2025-09-01,S006,Bulldozer|Crane|Excavator|Grader|Loader,Bulldozer_1|Crane_1|Excavator_1|Grader_1|Loader_2_units
2025-09-01,S007,Excavator,Excavator_1
2025-09-01,S008,Grader,Grader_1
2025-09-01,S009,Bulldozer|Excavator|Grader|Loader|Roller,Bulldozer_1|Excavator_2_units|Grader_1|Loader_2_units|Roller_2_units
2025-09-01,S010,Grader|Loader|Roller,Grader_1|Loader_1|Roller_3_units
2025-09-08,S001,Loader|Roller,Loader_3_units|Roller_1
2025-09-08,S002,Crane,Crane_2_units
2025-09-08,S003,Excavator|Grader,Excavator_1|Grader_1
2025-09-08,S004,,
2025-09-08,S005,Loader,Loader_2_units
2025-09-08,S006,Bulldozer|Crane|Loader,Bulldozer_2_units|Crane_1|Loader_2_units
2025-09-08,S007,Loader,Loader_2_units
2025-09-08,S008,Excavator|Loader,Excavator_1|Loader_2_units
2025-09-08,S009,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_2_units|Loader_2_units|Roller_2_units
2025-09-08,S010,Crane|Grader|Loader|Roller,Crane_1|Grader_1|Loader_1|Roller_1
2025-09-15,S001,Loader|Roller,Loader_2_units|Roller_1
2025-09-15,S002,Crane,Crane_2_units
2025-09-15,S003,Bulldozer|Excavator|Grader,Bulldozer_2_units|Excavator_1|Grader_1
2025-09-15,S004,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_1|Grader_3_units
2025-09-15,S005,Crane,Crane_1
2025-09-15,S006,Bulldozer|Excavator|Loader,Bulldozer_2_units|Excavator_2_units|Loader_1
2025-09-15,S007,Excavator|Loader,Excavator_1|Loader_2_units
2025-09-15,S008,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_1|Loader_2_units
2025-09-15,S009,Crane|Excavator|Loader,Crane_1|Excavator_2_units|Loader_1
2025-09-15,S010,Crane|Excavator,Crane_1|Excavator_1
2025-09-22,S001,Crane|Loader,Crane_1|Loader_1
2025-09-22,S002,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-09-22,S003,Bulldozer|Crane|Excavator|Grader|Roller,Bulldozer_2_units|Crane_1|Excavator_1|Grader_1|Roller_1
2025-09-22,S004,Bulldozer|Excavator|Grader,Bulldozer_2_units|Excavator_1|Grader_3_units
2025-09-22,S005,Crane,Crane_1
2025-09-22,S006,Bulldozer|Excavator|Grader|Loader,Bulldozer_2_units|Excavator_2_units|Grader_1|Loader_1
2025-09-22,S007,Excavator|Loader,Excavator_1|Loader_1
2025-09-22,S008,Bulldozer|Excavator|Loader,Bulldozer_1|Excavator_1|Loader_1
2025-09-22,S009,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-09-22,S010,Crane|Excavator|Grader|Roller,Crane_1|Excavator_1|Grader_1|Roller_1
2025-09-29,S001,Crane,Crane_1
2025-09-29,S002,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-09-29,S003,Crane|Excavator|Grader|Loader|Roller,Crane_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-09-29,S004,Bulldozer|Excavator|Grader,Bulldozer_2_units|Excavator_1|Grader_1
2025-09-29,S005,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-09-29,S006,Bulldozer|Excavator|Grader,Bulldozer_2_units|Excavator_1|Grader_1
2025-09-29,S007,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_1
2025-09-29,S008,Excavator|Loader|Roller,Excavator_1|Loader_1|Roller_1
2025-09-29,S009,Bulldozer,Bulldozer_1
2025-09-29,S010,Excavator|Grader|Loader|Roller,Excavator_1|Grader_1|Loader_1|Roller_1
2025-10-06,S001,Loader,Loader_1
2025-10-06,S002,Crane|Loader,Crane_1|Loader_1
2025-10-06,S003,Excavator|Loader,Excavator_2_units|Loader_1
2025-10-06,S004,Bulldozer|Excavator|Grader|Loader,Bulldozer_1|Excavator_1|Grader_2_units|Loader_1
2025-10-06,S005,Bulldozer|Crane,Bulldozer_1|Crane_1
2025-10-06,S006,Bulldozer|Crane|Excavator|Grader|Roller,Bulldozer_1|Crane_1|Excavator_1|Grader_1|Roller_1
2025-10-06,S007,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_1
2025-10-06,S008,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_2_units
2025-10-06,S009,Bulldozer|Crane|Roller,Bulldozer_1|Crane_1|Roller_1
2025-10-06,S010,Excavator|Loader,Excavator_1|Loader_1
2025-10-13,S001,Crane|Loader,Crane_1|Loader_1
2025-10-13,S002,Crane|Loader,Crane_1|Loader_1
2025-10-13,S003,Excavator|Loader,Excavator_2_units|Loader_1
2025-10-13,S004,Bulldozer|Excavator|Grader|Loader,Bulldozer_1|Excavator_2_units|Grader_2_units|Loader_1
2025-10-13,S005,Excavator|Loader|Roller,Excavator_1|Loader_1|Roller_1
2025-10-13,S006,Crane|Excavator|Grader|Loader|Roller,Crane_1|Excavator_1|Grader_1|Loader_1|Roller_1
2025-10-13,S007,Excavator|Grader|Loader,Excavator_1|Grader_1|Loader_3_units
2025-10-13,S008,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_2_units|Roller_2_units
2025-10-13,S009,Bulldozer|Crane|Roller,Bulldozer_1|Crane_1|Roller_1
2025-10-13,S010,Crane,Crane_1
2025-10-20,S001,Crane,Crane_1
2025-10-20,S002,Loader,Loader_1
2025-10-20,S003,Crane|Excavator|Loader,Crane_1|Excavator_1|Loader_2_units
2025-10-20,S004,Bulldozer|Excavator|Grader,Bulldozer_1|Excavator_2_units|Grader_1
2025-10-20,S005,Bulldozer|Excavator|Loader|Roller,Bulldozer_1|Excavator_1|Loader_1|Roller_1
2025-10-20,S006,Excavator|Loader,Excavator_1|Loader_1
2025-10-20,S007,Crane|Excavator|Grader|Loader,Crane_1|Excavator_1|Grader_1|Loader_3_units
2025-10-20,S008,Grader|Loader,Grader_1|Loader_2_units
2025-10-20,S009,Bulldozer|Crane|Excavator|Loader,Bulldozer_1|Crane_1|Excavator_1|Loader_1
2025-10-20,S010,Crane|Loader,Crane_1|Loader_1
2025-10-27,S001,,
