rental_id,equipment_id,site_id,operator_id,check_in_date,check_out_date,engine_hours_per_day,idle_hours_per_day,rental_days,is_overdue,anomaly_flag
624,EQX1035,S007,OP123,2024-11-26,2024-12-02,7.55,0.68,18,False,
625,EQX1052,S006,OP145,2024-11-26,2025-01-06,6.65,1.68,26,True,Overdue Equipment
626,EQX1057,S002,OP120,2024-11-26,2024-12-02,9.11,2.02,10,False,
627,EQX1001,S009,OP119,2024-11-27,2024-12-02,8.22,0.52,18,False,
628,EQX1049,S004,OP129,2024-11-27,2024-12-09,9.46,1.41,11,True,Overdue Equipment
629,EQX1009,S006,,2024-11-28,2024-12-09,9.05,2.33,16,False,Missing Operator
630,EQX1089,S002,OP125,2024-11-28,2024-12-09,6.12,3.95,30,False,
631,EQX1103,S004,OP118,2024-11-28,2024-12-16,5.48,4.08,10,True,Overdue Equipment
632,EQX1105,S005,OP132,2024-11-28,2024-12-02,4.78,2.01,6,False,
633,EQX1113,S003,OP137,2024-11-28,2024-12-02,4.25,2.16,16,False,
634,EQX1041,S005,OP103,2024-12-03,2024-12-23,6.83,2.26,20,False,
635,EQX1044,S003,OP139,2024-12-03,2025-01-06,6.49,3.0,35,False,
636,EQX1075,S002,OP130,2024-12-03,2024-12-09,5.63,3.51,4,True,Overdue Equipment
637,EQX1106,S006,OP133,2024-12-03,2024-12-09,7.56,1.74,17,False,
638,EQX1006,S004,OP122,2024-12-04,2024-12-23,7.06,1.27,21,False,
639,EQX1076,S002,OP114,2024-12-04,2024-12-23,5.53,3.8,19,False,
640,EQX1079,S004,OP101,2024-12-04,2024-12-09,4.09,4.25,12,False,
641,EQX1099,S002,OP115,2024-12-04,2024-12-23,1.16,7.18,20,False,Under-utilised
642,EQX1112,S004,OP105,2024-12-04,2024-12-16,6.72,2.96,19,False,
643,EQX1114,S010,,2024-12-04,2024-12-09,6.74,3.5,14,False,Missing Operator
644,EQX1020,S010,OP102,2024-12-05,2024-12-16,8.38,2.09,31,False,
645,EQX1085,S002,OP127,2024-12-05,2024-12-23,5.58,3.57,7,True,Overdue Equipment
646,EQX1093,S001,OP133,2024-12-05,2024-12-09,7.0,3.27,14,False,
647,EQX1095,S005,OP111,2024-12-05,2024-12-09,6.38,2.34,27,False,
648,EQX1101,S007,OP118,2024-12-05,2025-01-06,9.42,1.96,30,True,Overdue Equipment
649,EQX1040,S007,OP102,2024-12-11,2024-12-16,4.05,2.42,33,False,
650,EQX1045,S010,OP129,2024-12-11,2024-12-16,7.69,1.61,33,False,
651,EQX1048,S010,OP145,2024-12-11,2024-12-23,8.42,2.41,22,False,
652,EQX1073,S001,OP105,2024-12-12,2024-12-16,2.73,7.0,13,False,
653,EQX1092,S008,OP119,2024-12-12,2024-12-23,5.51,2.39,20,False,
654,EQX1015,S008,OP130,2024-12-17,2024-12-23,2.29,7.87,19,False,
655,EQX1067,S009,OP104,2024-12-17,2024-12-30,4.46,4.18,16,False,
656,EQX1110,S007,OP111,2024-12-17,2024-12-30,6.72,1.75,10,True,Overdue Equipment
657,EQX1066,S006,OP112,2024-12-18,2024-12-23,4.36,2.52,4,True,Overdue Equipment
658,EQX1068,S002,OP118,2024-12-18,2024-12-30,3.0,7.14,18,False,
659,EQX1086,S006,OP136,2024-12-18,2024-12-23,1.29,8.16,33,False,High Idle Time
660,EQX1027,S005,OP122,2024-12-19,2024-12-23,6.53,3.94,35,False,
661,EQX1051,S002,OP139,2024-12-19,2024-12-30,4.45,4.02,28,False,
662,EQX1100,S006,OP142,2024-12-19,2024-12-30,8.54,1.45,34,False,
663,EQX1112,S005,OP117,2024-12-19,2024-12-23,8.57,1.47,13,False,
664,EQX1007,S009,OP120,2024-12-24,2024-12-30,0.98,5.01,26,False,Under-utilised
665,EQX1056,S008,OP138,2024-12-24,2024-12-30,7.31,1.8,21,False,
666,EQX1037,S007,OP104,2024-12-25,2024-12-30,4.35,4.45,30,False,
667,EQX1065,S001,OP138,2024-12-25,2025-01-06,7.57,2.25,20,False,
668,EQX1106,S010,OP139,2024-12-25,2025-01-06,4.96,4.43,11,True,Overdue Equipment
669,EQX1119,S010,OP122,2024-12-25,2025-01-06,4.02,2.02,18,False,
670,EQX1023,S006,OP116,2024-12-26,2024-12-30,1.19,8.65,13,False,High Idle Time
671,EQX1040,S001,OP113,2024-12-26,2025-01-20,6.94,2.21,21,True,Overdue Equipment
672,EQX1053,S010,OP108,2024-12-26,2024-12-30,0.55,5.75,26,False,Under-utilised
673,EQX1078,S010,OP141,2024-12-26,2024-12-30,5.59,3.01,10,False,
674,EQX1095,S007,OP121,2024-12-26,2025-01-13,9.34,0.84,32,False,
675,EQX1112,S004,OP127,2024-12-26,2024-12-30,4.97,2.35,11,False,
676,EQX1020,S003,OP115,2024-12-31,2025-01-06,5.02,3.52,42,False,
677,EQX1047,S002,OP124,2024-12-31,2025-01-06,4.35,4.18,32,False,
678,EQX1066,S004,OP133,2024-12-31,2025-01-13,4.97,2.04,17,False,
679,EQX1085,S001,OP107,2024-12-31,2025-01-06,6.35,3.63,15,False,
680,EQX1115,S005,OP106,2024-12-31,2025-01-13,0.83,9.37,18,False,High Idle Time
681,EQX1022,S004,OP132,2025-01-01,2025-02-10,7.3,1.52,28,True,Overdue Equipment
682,EQX1039,S008,OP112,2025-01-01,2025-01-13,7.83,0.89,11,True,Overdue Equipment
683,EQX1060,S003,OP128,2025-01-01,2025-01-06,6.27,3.54,18,False,
684,EQX1082,S004,OP116,2025-01-01,2025-01-06,4.93,4.07,24,False,
685,EQX1083,S009,OP132,2025-01-01,2025-01-13,5.49,2.28,33,False,
686,EQX1097,S001,OP114,2025-01-01,2025-01-13,7.58,1.9,29,False,
687,EQX1099,S002,OP113,2025-01-01,2025-01-20,3.18,6.92,15,True,Overdue Equipment
688,EQX1014,S008,OP115,2025-01-02,2025-02-17,6.3,2.8,17,True,Overdue Equipment
689,EQX1016,S002,OP115,2025-01-02,2025-01-06,6.03,2.59,34,False,
690,EQX1055,S005,OP113,2025-01-02,2025-01-06,5.07,3.44,26,False,
691,EQX1077,S004,OP116,2025-01-02,2025-01-13,4.62,2.37,21,False,
692,EQX1086,S004,OP129,2025-01-02,2025-01-20,2.88,9.07,19,False,High Idle Time
693,EQX1092,S007,OP119,2025-01-02,2025-02-10,0.78,5.44,11,True,Overdue Equipment
694,EQX1100,S008,OP103,2025-01-02,2025-01-13,5.56,3.83,15,False,
695,EQX1117,S002,OP119,2025-01-02,2025-01-06,6.79,2.77,10,False,
696,EQX1012,S010,OP134,2025-01-07,2025-01-27,6.59,3.31,26,False,
697,EQX1030,S007,OP112,2025-01-07,2025-01-13,6.25,3.98,34,False,
698,EQX1046,S005,OP143,2025-01-07,2025-01-20,1.5,6.64,27,False,Under-utilised
699,EQX1065,S002,OP101,2025-01-07,2025-01-20,2.02,7.73,19,False,
700,EQX1105,S004,OP143,2025-01-07,2025-01-13,7.1,1.41,17,False,
701,EQX1011,S009,OP139,2025-01-08,2025-01-27,1.21,6.22,16,True,Overdue Equipment
702,EQX1013,S001,OP142,2025-01-09,2025-01-20,7.94,1.08,28,False,
703,EQX1021,S001,OP143,2025-01-09,2025-01-20,4.41,2.62,10,True,Overdue Equipment
704,EQX1038,S007,OP108,2025-01-09,2025-01-20,6.62,2.13,28,False,
705,EQX1052,S002,OP118,2025-01-09,2025-01-20,2.54,8.89,20,False,High Idle Time
706,EQX1063,S008,OP145,2025-01-09,2025-01-13,9.19,1.43,21,False,
707,EQX1082,S010,OP111,2025-01-09,2025-01-13,5.85,2.87,24,False,
708,EQX1091,S006,OP142,2025-01-09,2025-01-13,4.35,3.03,14,False,
709,EQX1096,S009,OP118,2025-01-09,2025-02-10,9.45,0.57,7,True,Overdue Equipment
710,EQX1104,S004,OP123,2025-01-09,2025-01-20,5.57,2.06,7,True,Overdue Equipment
711,EQX1111,S004,OP116,2025-01-09,2025-02-10,5.27,3.24,17,True,Overdue Equipment
712,EQX1112,S006,OP102,2025-01-09,2025-01-13,4.1,2.73,20,False,
713,EQX1110,S003,OP116,2025-01-14,2025-02-03,2.66,5.81,5,True,Overdue Equipment
714,EQX1117,S002,OP134,2025-01-14,2025-01-20,6.77,2.43,5,True,Overdue Equipment
715,EQX1010,S004,OP139,2025-01-15,2025-02-10,6.57,0.84,20,True,Overdue Equipment
716,EQX1016,S003,OP102,2025-01-15,2025-01-20,2.68,7.43,25,False,
717,EQX1036,S001,OP135,2025-01-15,2025-01-27,6.42,2.49,18,False,
718,EQX1041,S001,OP137,2025-01-15,2025-01-20,6.77,2.2,24,False,
719,EQX1045,S003,OP129,2025-01-15,2025-01-20,5.87,3.82,29,False,
720,EQX1066,S010,OP111,2025-01-15,2025-01-27,7.65,2.13,12,False,
721,EQX1119,S008,OP101,2025-01-15,2025-01-20,1.84,5.55,6,False,
722,EQX1009,S009,OP133,2025-01-16,2025-02-17,1.51,6.44,41,False,Under-utilised
723,EQX1043,S004,OP107,2025-01-16,2025-01-20,6.54,1.71,23,False,
724,EQX1056,S009,OP136,2025-01-16,2025-01-27,4.7,2.4,24,False,
725,EQX1105,S009,OP102,2025-01-16,2025-01-20,5.31,2.76,11,False,
726,EQX1003,S007,,2025-01-21,2025-01-27,9.08,2.47,36,False,Missing Operator
727,EQX1004,S002,OP121,2025-01-21,2025-01-27,6.09,4.16,18,False,
728,EQX1038,S010,OP143,2025-01-21,2025-01-27,9.22,1.5,15,False,
729,EQX1050,S004,OP108,2025-01-21,2025-02-03,5.62,2.61,16,False,
730,EQX1055,S005,OP132,2025-01-21,2025-01-27,2.45,5.43,25,False,
731,EQX1062,S001,OP128,2025-01-21,2025-01-27,6.87,4.18,12,False,
732,EQX1064,S003,OP115,2025-01-21,2025-01-27,4.6,2.87,12,False,
733,EQX1073,S009,OP126,2025-01-21,2025-01-27,8.97,2.06,9,False,
734,EQX1099,S009,OP124,2025-01-21,2025-02-10,4.19,4.41,20,False,
735,EQX1058,S008,OP109,2025-01-22,2025-01-27,2.29,8.97,24,False,High Idle Time
736,EQX1100,S006,OP112,2025-01-22,2025-01-27,4.94,2.39,8,False,
737,EQX1047,S010,OP125,2025-01-23,2025-01-27,6.63,1.88,27,False,
738,EQX1069,S010,OP145,2025-01-23,2025-02-17,4.16,2.28,18,True,Overdue Equipment
739,EQX1078,S004,OP132,2025-01-23,2025-01-27,6.82,3.02,17,False,
740,EQX1109,S003,OP143,2025-01-23,2025-02-24,3.13,8.19,12,True,Overdue Equipment
741,EQX1114,S007,,2025-01-23,2025-01-27,5.85,4.44,8,False,Missing Operator
742,EQX1005,S006,OP112,2025-01-28,2025-02-03,6.35,3.04,41,False,
743,EQX1113,S008,OP113,2025-01-28,2025-02-03,8.72,2.16,10,False,
744,EQX1117,S009,OP119,2025-01-28,2025-02-03,2.98,8.35,5,True,Overdue Equipment
745,EQX1120,S009,OP106,2025-01-28,2025-02-03,6.82,2.52,11,False,
746,EQX1006,S006,OP133,2025-01-29,2025-02-10,7.79,1.66,25,False,
747,EQX1017,S004,OP110,2025-01-29,2025-02-10,8.95,0.55,12,False,
748,EQX1037,S009,OP113,2025-01-29,2025-02-03,2.08,9.29,17,False,High Idle Time
749,EQX1085,S010,OP109,2025-01-29,2025-02-17,5.85,3.92,8,True,Overdue Equipment
750,EQX1091,S010,OP144,2025-01-29,2025-02-10,4.47,2.12,29,False,
751,EQX1102,S010,OP117,2025-01-29,2025-02-03,7.98,1.78,29,False,
752,EQX1019,S001,,2025-01-30,2025-02-10,6.14,2.1,13,False,Missing Operator
753,EQX1034,S009,OP137,2025-01-30,2025-02-24,8.78,2.06,13,True,Overdue Equipment
754,EQX1056,S006,OP135,2025-01-30,2025-02-03,6.24,4.41,18,False,
755,EQX1090,S004,OP103,2025-01-30,2025-02-03,2.2,6.44,27,False,
756,EQX1107,S002,OP125,2025-01-30,2025-02-03,8.39,1.36,21,False,
757,EQX1012,S004,OP109,2025-02-04,2025-02-10,7.15,2.37,18,False,
758,EQX1023,S002,OP123,2025-02-04,2025-02-24,8.86,2.3,34,False,
759,EQX1045,S008,OP136,2025-02-04,2025-02-10,4.18,4.11,23,False,
760,EQX1052,S009,OP103,2025-02-04,2025-02-17,4.83,3.57,16,False,
761,EQX1095,S003,OP145,2025-02-04,2025-02-24,8.62,2.31,19,True,Overdue Equipment
762,EQX1101,S005,OP124,2025-02-04,2025-02-10,6.86,3.1,15,False,
763,EQX1004,S003,OP126,2025-02-05,2025-02-17,2.57,5.4,19,False,
764,EQX1025,S001,OP135,2025-02-05,2025-02-10,2.95,6.58,38,False,
765,EQX1027,S004,OP123,2025-02-05,2025-02-10,4.67,2.08,16,False,
766,EQX1040,S004,OP136,2025-02-05,2025-02-10,7.95,0.62,33,False,
767,EQX1054,S010,OP125,2025-02-05,2025-02-17,9.35,1.49,11,True,Overdue Equipment
768,EQX1058,S007,OP123,2025-02-05,2025-02-10,0.98,5.4,11,False,Under-utilised
769,EQX1063,S005,OP138,2025-02-05,2025-02-10,5.05,3.15,11,False,
770,EQX1072,S008,OP140,2025-02-05,2025-02-10,1.29,7.13,11,False,Under-utilised
771,EQX1118,S001,OP112,2025-02-05,2025-02-10,4.27,3.79,19,False,
772,EQX1015,S010,OP114,2025-02-06,2025-02-10,4.53,3.08,21,False,
773,EQX1050,S008,OP125,2025-02-06,2025-02-17,5.92,4.34,18,False,
774,EQX1053,S005,OP113,2025-02-06,2025-02-10,5.15,4.42,27,False,
775,EQX1061,S005,OP138,2025-02-06,2025-02-17,0.48,5.52,26,False,Under-utilised
776,EQX1087,S009,OP119,2025-02-06,2025-02-17,6.75,1.47,15,False,
777,EQX1001,S009,OP145,2025-02-11,2025-02-17,9.42,1.45,31,False,
778,EQX1032,S002,OP144,2025-02-11,2025-02-24,9.41,1.53,15,False,
779,EQX1082,S002,OP139,2025-02-11,2025-02-24,6.74,1.85,16,False,
780,EQX1017,S009,OP137,2025-02-12,2025-02-24,5.87,4.12,28,False,
781,EQX1024,S007,OP118,2025-02-12,2025-02-17,6.59,3.86,12,False,
782,EQX1041,S001,OP110,2025-02-12,2025-02-17,4.4,3.21,28,False,
783,EQX1089,S003,OP109,2025-02-12,2025-02-24,5.62,2.98,15,False,
784,EQX1107,S002,OP123,2025-02-12,2025-03-03,5.18,3.39,19,False,
785,EQX1003,S009,OP140,2025-02-13,2025-03-10,9.21,1.25,14,True,Overdue Equipment
786,EQX1045,S006,OP128,2025-02-13,2025-03-03,5.84,2.96,32,False,
787,EQX1067,S003,OP136,2025-02-13,2025-02-17,3.0,8.42,20,False,High Idle Time
788,EQX1099,S002,OP140,2025-02-13,2025-02-24,5.31,4.28,7,True,Overdue Equipment
789,EQX1011,S006,OP104,2025-02-18,2025-03-03,2.53,8.76,16,False,High Idle Time
790,EQX1037,S004,OP105,2025-02-18,2025-03-03,5.54,3.38,17,False,
791,EQX1041,S009,OP119,2025-02-18,2025-03-03,5.99,2.81,33,False,
792,EQX1058,S004,OP141,2025-02-18,2025-03-03,5.52,2.88,16,False,
793,EQX1103,S007,OP120,2025-02-18,2025-02-24,7.27,1.78,9,False,
794,EQX1030,S008,OP125,2025-02-19,2025-02-24,4.1,2.82,14,False,
795,EQX1062,S004,OP128,2025-02-19,2025-03-03,4.7,2.72,8,True,Overdue Equipment
796,EQX1085,S007,OP139,2025-02-19,2025-02-24,6.24,4.4,17,False,
797,EQX1087,S002,OP138,2025-02-19,2025-03-10,7.44,0.65,19,False,
798,EQX1120,S003,OP142,2025-02-19,2025-03-24,4.05,2.51,13,True,Overdue Equipment
799,EQX1064,S002,OP110,2025-02-20,2025-03-03,5.08,3.36,18,False,
800,EQX1069,S009,OP107,2025-02-20,2025-02-24,6.52,2.98,3,True,Overdue Equipment
801,EQX1118,S006,OP133,2025-02-20,2025-02-24,5.62,2.17,11,False,
802,EQX1020,S003,OP109,2025-02-25,2025-03-10,7.86,0.94,36,False,
803,EQX1048,S007,OP140,2025-02-25,2025-03-03,8.54,2.13,22,False,
804,EQX1077,S003,OP137,2025-02-25,2025-03-03,8.19,2.47,6,False,
805,EQX1050,S008,OP101,2025-02-26,2025-03-03,6.19,2.41,27,False,
806,EQX1053,S006,OP109,2025-02-26,2025-03-17,0.4,6.33,18,True,Overdue Equipment
807,EQX1056,S008,OP126,2025-02-26,2025-03-03,2.28,5.95,27,False,
808,EQX1099,S010,OP144,2025-02-26,2025-03-03,2.91,7.19,27,False,
809,EQX1101,S010,OP145,2025-02-26,2025-03-10,7.28,2.39,35,False,
810,EQX1059,S005,OP108,2025-02-27,2025-03-10,7.44,0.79,16,False,
811,EQX1113,S010,OP123,2025-02-27,2025-03-03,8.07,1.29,7,False,
812,EQX1117,S004,OP108,2025-02-27,2025-03-17,6.94,0.58,11,True,Overdue Equipment
813,EQX1118,S002,OP133,2025-02-27,2025-03-24,7.04,1.99,21,True,Overdue Equipment
814,EQX1028,S009,OP136,2025-03-04,2025-03-10,7.41,1.63,11,False,
815,EQX1036,S010,OP128,2025-03-04,2025-03-17,6.03,4.47,31,False,
816,EQX1076,S005,OP126,2025-03-04,2025-03-10,4.0,2.1,16,False,
817,EQX1111,S006,OP118,2025-03-04,2025-03-10,9.43,1.64,15,False,
818,EQX1011,S009,OP102,2025-03-05,2025-03-10,6.96,4.11,14,False,
819,EQX1025,S002,OP130,2025-03-05,2025-03-10,6.63,3.08,14,False,
820,EQX1027,S005,OP110,2025-03-05,2025-03-17,8.14,2.33,15,False,
821,EQX1082,S003,OP143,2025-03-05,2025-03-24,1.53,8.85,17,True,Overdue Equipment
822,EQX1105,S008,OP107,2025-03-05,2025-03-17,8.55,1.17,7,True,Overdue Equipment
823,EQX1005,S009,OP108,2025-03-06,2025-03-24,7.44,2.25,30,False,
824,EQX1061,S009,OP124,2025-03-06,2025-03-31,1.14,5.74,19,True,Overdue Equipment
825,EQX1085,S005,OP144,2025-03-06,2025-03-17,8.76,1.56,17,False,
826,EQX1109,S005,OP139,2025-03-06,2025-03-10,4.14,2.2,7,False,
827,EQX1001,S004,OP118,2025-03-11,2025-03-17,2.01,5.99,33,False,
828,EQX1050,S010,OP116,2025-03-11,2025-03-17,7.22,0.63,18,False,
829,EQX1060,S003,OP137,2025-03-11,2025-03-17,8.66,1.03,18,False,
830,EQX1069,S004,OP134,2025-03-11,2025-03-24,5.61,2.8,13,False,
831,EQX1114,S008,OP126,2025-03-11,2025-03-24,9.1,0.99,19,False,
832,EQX1006,S008,OP108,2025-03-12,2025-03-24,1.14,5.84,24,False,Under-utilised
833,EQX1051,S007,OP129,2025-03-12,2025-03-17,8.55,1.32,7,False,
834,EQX1111,S008,OP116,2025-03-12,2025-04-07,4.4,3.51,21,True,Overdue Equipment
835,EQX1113,S009,OP112,2025-03-12,2025-03-17,7.2,1.72,6,False,
836,EQX1011,S004,OP111,2025-03-13,2025-03-17,7.63,1.62,29,False,
837,EQX1026,S001,OP138,2025-03-13,2025-04-28,6.12,2.37,30,True,Overdue Equipment
838,EQX1038,S005,OP112,2025-03-13,2025-03-24,7.63,0.98,26,False,
839,EQX1055,S010,OP140,2025-03-13,2025-03-31,5.03,2.99,19,False,
840,EQX1073,S003,OP106,2025-03-13,2025-03-17,4.03,2.75,10,False,
841,EQX1087,S001,OP132,2025-03-13,2025-03-17,4.71,3.97,12,False,
842,EQX1092,S004,OP105,2025-03-13,2025-03-24,4.45,4.13,26,False,
843,EQX1104,S009,OP136,2025-03-13,2025-03-31,4.55,3.88,12,True,Overdue Equipment
844,EQX1110,S008,OP108,2025-03-13,2025-04-07,9.34,2.26,6,True,Overdue Equipment
845,EQX1116,S003,OP139,2025-03-13,2025-03-24,4.48,3.21,12,False,
846,EQX1004,S009,OP115,2025-03-19,2025-03-24,8.15,2.33,39,False,
847,EQX1025,S007,OP138,2025-03-19,2025-03-31,9.13,1.58,26,False,
848,EQX1031,S001,OP140,2025-03-19,2025-03-31,9.07,1.57,10,True,Overdue Equipment
849,EQX1066,S008,OP145,2025-03-19,2025-03-31,5.5,2.37,3,True,Overdue Equipment
850,EQX1095,S003,OP125,2025-03-19,2025-03-31,8.48,2.26,22,False,
851,EQX1029,S005,OP143,2025-03-20,2025-03-24,6.52,4.11,31,False,
852,EQX1037,S004,OP113,2025-03-20,2025-03-24,8.81,2.04,13,False,
853,EQX1078,S006,OP136,2025-03-20,2025-03-24,5.23,3.86,19,False,
854,EQX1002,S002,OP103,2025-03-25,2025-03-31,3.17,7.13,38,False,
855,EQX1008,S005,OP106,2025-03-25,2025-04-07,1.7,8.9,13,False,High Idle Time
856,EQX1009,S004,OP107,2025-03-25,2025-03-31,6.81,4.49,39,False,
857,EQX1053,S001,OP102,2025-03-25,2025-04-07,6.94,3.73,14,False,
858,EQX1057,S007,OP115,2025-03-25,2025-04-07,4.01,3.71,23,False,
859,EQX1081,S001,OP101,2025-03-25,2025-03-31,4.69,3.38,26,False,
860,EQX1092,S002,OP132,2025-03-25,2025-04-14,7.75,2.1,35,False,
861,EQX1038,S001,OP116,2025-03-26,2025-03-31,8.37,0.82,17,False,
862,EQX1062,S005,OP110,2025-03-26,2025-04-28,1.49,8.65,18,True,Overdue Equipment
863,EQX1075,S002,OP118,2025-03-26,2025-03-31,6.63,3.29,3,True,Overdue Equipment
864,EQX1078,S007,OP128,2025-03-26,2025-03-31,4.11,3.33,4,True,Overdue Equipment
865,EQX1087,S008,OP140,2025-03-26,2025-04-07,5.82,2.33,14,False,
866,EQX1047,S007,OP124,2025-04-01,2025-04-07,5.36,3.49,25,False,
867,EQX1069,S010,OP109,2025-04-01,2025-04-07,5.08,3.26,9,False,
868,EQX1021,S008,OP139,2025-04-02,2025-04-28,6.3,3.99,12,True,Overdue Equipment
869,EQX1051,S007,OP130,2025-04-02,2025-04-07,7.28,1.86,14,False,
870,EQX1058,S007,OP140,2025-04-02,2025-04-14,0.43,6.92,8,True,Overdue Equipment
871,EQX1080,S006,OP119,2025-04-02,2025-04-07,6.3,2.36,9,False,
872,EQX1083,S002,OP135,2025-04-02,2025-04-14,5.98,4.11,10,True,Overdue Equipment
873,EQX1089,S004,OP104,2025-04-02,2025-04-07,1.73,8.15,14,False,High Idle Time
874,EQX1112,S005,OP104,2025-04-02,2025-04-14,6.53,3.3,15,False,
875,EQX1114,S008,OP137,2025-04-02,2025-04-07,9.44,0.61,9,False,
876,EQX1120,S003,OP137,2025-04-02,2025-04-14,1.12,7.22,7,True,Overdue Equipment
877,EQX1100,S002,OP113,2025-04-03,2025-04-14,6.03,3.46,34,False,
878,EQX1107,S002,OP129,2025-04-03,2025-04-07,4.88,2.08,12,False,
879,EQX1115,S008,OP122,2025-04-03,2025-04-14,5.29,2.56,13,False,
880,EQX1017,S010,OP109,2025-04-08,2025-04-14,6.82,4.12,33,False,
881,EQX1091,S002,OP121,2025-04-08,2025-04-14,9.44,1.42,20,False,
882,EQX1093,S006,OP136,2025-04-08,2025-04-14,5.16,4.19,20,False,
883,EQX1103,S003,OP143,2025-04-08,2025-04-21,7.17,2.42,19,False,
884,EQX1104,S007,OP106,2025-04-08,2025-04-21,6.29,3.85,21,False,
885,EQX1107,S006,OP108,2025-04-08,2025-04-21,4.27,3.88,8,True,Overdue Equipment
886,EQX1114,S003,OP122,2025-04-08,2025-04-21,6.9,2.47,10,True,Overdue Equipment
887,EQX1119,S007,OP139,2025-04-08,2025-04-14,6.59,1.12,19,False,
888,EQX1036,S009,OP138,2025-04-09,2025-04-14,3.14,5.53,25,False,
889,EQX1076,S005,OP119,2025-04-09,2025-04-14,6.2,3.61,16,False,
890,EQX1079,S007,OP104,2025-04-09,2025-04-28,4.99,3.49,11,True,Overdue Equipment
891,EQX1099,S005,OP106,2025-04-09,2025-04-14,8.77,1.05,22,False,
892,EQX1116,S003,OP135,2025-04-09,2025-04-28,6.05,3.61,8,True,Overdue Equipment
893,EQX1105,S009,OP127,2025-04-10,2025-04-14,4.23,2.65,8,False,
894,EQX1108,S007,OP136,2025-04-10,2025-04-28,6.33,4.12,15,True,Overdue Equipment
895,EQX1109,S010,OP110,2025-04-10,2025-05-05,6.38,2.55,17,True,Overdue Equipment
896,EQX1110,S007,OP103,2025-04-10,2025-04-21,7.24,2.31,14,False,
897,EQX1111,S006,OP113,2025-04-10,2025-04-28,5.44,3.86,5,True,Overdue Equipment
898,EQX1118,S006,OP140,2025-04-10,2025-04-28,6.85,0.7,8,True,Overdue Equipment
899,EQX1077,S002,OP115,2025-04-15,2025-04-28,7.86,1.06,5,True,Overdue Equipment
900,EQX1004,S001,OP120,2025-04-16,2025-05-19,6.52,4.31,11,True,Overdue Equipment
901,EQX1007,S006,OP139,2025-04-16,2025-04-21,8.01,0.6,19,False,
902,EQX1009,S005,OP113,2025-04-16,2025-04-21,5.85,3.06,32,False,
903,EQX1074,S010,OP137,2025-04-16,2025-04-21,6.52,2.15,6,False,
904,EQX1087,S010,OP133,2025-04-16,2025-04-21,0.52,9.42,19,False,High Idle Time
905,EQX1073,S009,OP122,2025-04-17,2025-04-21,4.13,2.98,12,False,
906,EQX1080,S003,OP105,2025-04-17,2025-04-21,6.4,2.56,18,False,
907,EQX1084,S008,OP135,2025-04-17,2025-04-28,1.27,9.45,34,False,High Idle Time
908,EQX1006,S001,OP127,2025-04-22,2025-05-19,8.55,2.1,24,True,Overdue Equipment
909,EQX1037,S005,OP101,2025-04-22,2025-04-28,6.73,1.6,14,False,
910,EQX1038,S006,OP140,2025-04-22,2025-04-28,6.45,2.68,25,False,
911,EQX1046,S010,OP136,2025-04-22,2025-04-28,2.96,8.51,24,False,High Idle Time
912,EQX1070,S001,OP135,2025-04-22,2025-04-28,6.76,2.5,4,True,Overdue Equipment
913,EQX1076,S007,OP105,2025-04-22,2025-04-28,5.88,4.25,14,False,
914,EQX1031,S003,OP123,2025-04-23,2025-04-28,8.77,1.81,21,False,
915,EQX1035,S003,OP113,2025-04-23,2025-04-28,2.58,7.18,29,False,
916,EQX1048,S006,OP138,2025-04-23,2025-04-28,9.23,2.03,12,False,
917,EQX1069,S002,OP116,2025-04-23,2025-04-28,6.95,2.78,15,False,
918,EQX1091,S001,OP109,2025-04-23,2025-05-05,6.92,3.67,31,False,
919,EQX1093,S002,OP110,2025-04-23,2025-05-12,2.89,7.41,29,False,
920,EQX1016,S002,OP136,2025-04-24,2025-05-05,6.54,3.25,41,False,
921,EQX1030,S010,OP124,2025-04-24,2025-04-28,5.62,2.02,23,False,
922,EQX1068,S005,OP131,2025-04-24,2025-05-12,8.35,2.09,21,False,
923,EQX1095,S009,OP120,2025-04-24,2025-05-05,4.57,3.02,10,True,Overdue Equipment
924,EQX1104,S001,OP139,2025-04-24,2025-04-28,4.33,3.4,16,False,
925,EQX1085,S004,OP135,2025-04-29,2025-05-12,5.25,3.5,20,False,
926,EQX1102,S006,OP101,2025-04-29,2025-05-05,1.0,5.61,30,False,Under-utilised
927,EQX1035,S001,OP124,2025-04-30,2025-05-05,8.68,2.3,17,False,
928,EQX1048,S001,OP141,2025-04-30,2025-05-05,6.93,3.77,33,False,
929,EQX1062,S006,OP145,2025-04-30,2025-05-05,4.77,3.67,15,False,
930,EQX1065,S010,OP124,2025-04-30,2025-05-05,5.57,3.32,15,False,
931,EQX1067,S004,OP143,2025-04-30,2025-05-12,5.05,3.59,5,True,Overdue Equipment
932,EQX1074,S006,OP110,2025-04-30,2025-05-05,6.44,2.77,19,False,
933,EQX1078,S003,OP122,2025-04-30,2025-05-05,1.25,6.37,10,False,Under-utilised
934,EQX1083,S001,OP142,2025-04-30,2025-05-12,3.04,8.96,31,False,High Idle Time
935,EQX1096,S005,OP115,2025-04-30,2025-05-05,7.37,2.02,28,False,
936,EQX1005,S010,OP120,2025-05-01,2025-05-19,1.81,5.07,15,True,Overdue Equipment
937,EQX1084,S010,OP138,2025-05-01,2025-05-19,6.59,1.06,32,False,
