event_date,site_id,equipment_id,equipment_type,event_type
2024-10-17,S002,EQX1115,Roller,Rental Start
2024-10-17,S004,EQX1042,Bulldozer,Rental Start
2024-10-17,S005,EQX1048,Bulldozer,Rental Start
2024-10-17,S007,EQX1081,Loader,Rental Start
2024-10-17,S007,EQX1113,Roller,Rental Start
2024-10-21,S002,EQX1038,Bulldozer,Rental End
2024-10-21,S002,EQX1039,Bulldozer,Rental End
2024-10-21,S002,EQX1067,Crane,Rental End
2024-10-21,S002,EQX1115,Roller,Rental End
2024-10-21,S003,EQX1097,Loader,Rental End
2024-10-21,S006,EQX1026,Excavator,Rental End
2024-10-21,S007,EQX1088,Loader,Rental End
2024-10-21,S007,EQX1081,Loader,Rental End
2024-10-21,S007,EQX1112,Roller,Rental End
2024-10-22,S001,EQX1045,Bulldozer,Rental Start
2024-10-22,S003,EQX1012,Excavator,Rental Start
2024-10-22,S005,EQX1107,Roller,Rental Start
2024-10-22,S006,EQX1059,Grader,Rental Start
2024-10-22,S007,EQX1028,Excavator,Rental Start
2024-10-22,S008,EQX1116,Roller,Rental Start
2024-10-22,S010,EQX1041,Bulldozer,Rental Start
2024-10-23,S001,EQX1054,Grader,Rental Start
2024-10-23,S005,EQX1027,Excavator,Rental Start
2024-10-23,S010,EQX1021,Excavator,Rental Start
2024-10-23,S010,EQX1060,Grader,Rental Start
2024-10-24,S001,EQX1003,Excavator,Rental Start
2024-10-24,S001,EQX1118,Roller,Rental Start
2024-10-24,S003,EQX1040,Bulldozer,Rental Start
2024-10-24,S004,EQX1004,Excavator,Rental Start
2024-10-24,S006,EQX1084,Loader,Rental Start
2024-10-24,S010,EQX1102,Loader,Rental Start
2024-10-28,S001,EQX1001,Excavator,Rental End
2024-10-28,S005,EQX1048,Bulldozer,Rental End
2024-10-28,S005,EQX1027,Excavator,Rental End
2024-10-28,S005,EQX1107,Roller,Rental End
2024-10-28,S006,EQX1084,Loader,Rental End
2024-10-28,S007,EQX1074,Crane,Rental End
2024-10-28,S007,EQX1028,Excavator,Rental End
2024-10-28,S007,EQX1119,Roller,Rental End
2024-10-28,S007,EQX1113,Roller,Rental End
2024-10-28,S010,EQX1021,Excavator,Rental End
2024-10-28,S010,EQX1060,Grader,Rental End
2024-10-29,S002,EQX1096,Loader,Rental Start
2024-10-29,S002,EQX1106,Roller,Rental Start
2024-10-29,S009,EQX1086,Loader,Rental Start
2024-10-30,S002,EQX1049,Grader,Rental Start
2024-10-30,S004,EQX1028,Excavator,Rental Start
2024-10-31,S001,EQX1064,Grader,Rental Start
2024-10-31,S002,EQX1079,Crane,Rental Start
2024-10-31,S004,EQX1119,Roller,Rental Start
2024-10-31,S008,EQX1108,Roller,Rental Start
2024-10-31,S009,EQX1090,Loader,Rental Start
2024-10-31,S009,EQX1093,Loader,Rental Start
2024-11-04,S001,EQX1030,Bulldozer,Rental End
2024-11-04,S001,EQX1045,Bulldozer,Rental End
2024-11-04,S001,EQX1118,Roller,Rental End
2024-11-04,S002,EQX1100,Loader,Rental End
2024-11-04,S002,EQX1106,Roller,Rental End
2024-11-04,S003,EQX1012,Excavator,Rental End
2024-11-04,S004,EQX1072,Crane,Rental End
2024-11-04,S004,EQX1004,Excavator,Rental End
2024-11-04,S004,EQX1119,Roller,Rental End
2024-11-04,S006,EQX1062,Grader,Rental End
2024-11-04,S006,EQX1059,Grader,Rental End
2024-11-04,S008,EQX1116,Roller,Rental End
2024-11-04,S008,EQX1108,Roller,Rental End
2024-11-04,S009,EQX1086,Loader,Rental End
2024-11-04,S010,EQX1102,Loader,Rental End
2024-11-05,S001,EQX1083,Loader,Rental Start
2024-11-05,S002,EQX1043,Bulldozer,Rental Start
2024-11-05,S005,EQX1066,Crane,Rental Start
2024-11-05,S006,EQX1013,Excavator,Rental Start
2024-11-05,S006,EQX1027,Excavator,Rental Start
2024-11-05,S010,EQX1048,Bulldozer,Rental Start
2024-11-06,S003,EQX1113,Roller,Rental Start
2024-11-06,S005,EQX1039,Bulldozer,Rental Start
2024-11-06,S005,EQX1056,Grader,Rental Start
2024-11-06,S007,EQX1071,Crane,Rental Start
2024-11-06,S008,EQX1018,Excavator,Rental Start
2024-11-06,S010,EQX1008,Excavator,Rental Start
2024-11-07,S003,EQX1035,Bulldozer,Rental Start
2024-11-07,S003,EQX1063,Grader,Rental Start
2024-11-07,S005,EQX1019,Excavator,Rental Start
2024-11-07,S006,EQX1112,Roller,Rental Start
2024-11-07,S007,EQX1099,Loader,Rental Start
2024-11-07,S007,EQX1100,Loader,Rental Start
2024-11-07,S010,EQX1031,Bulldozer,Rental Start
2024-11-07,S010,EQX1116,Roller,Rental Start
2024-11-11,S001,EQX1003,Excavator,Rental End
2024-11-11,S001,EQX1054,Grader,Rental End
2024-11-11,S001,EQX1064,Grader,Rental End
2024-11-11,S002,EQX1079,Crane,Rental End
2024-11-11,S003,EQX1040,Bulldozer,Rental End
2024-11-11,S003,EQX1035,Bulldozer,Rental End
2024-11-11,S003,EQX1092,Loader,Rental End
2024-11-11,S004,EQX1042,Bulldozer,Rental End
2024-11-11,S005,EQX1056,Grader,Rental End
2024-11-11,S006,EQX1013,Excavator,Rental End
2024-11-11,S006,EQX1027,Excavator,Rental End
2024-11-11,S006,EQX1112,Roller,Rental End
2024-11-11,S009,EQX1090,Loader,Rental End
2024-11-11,S010,EQX1116,Roller,Rental End
2024-11-12,S004,EQX1061,Grader,Rental Start
2024-11-12,S007,EQX1069,Crane,Rental Start
2024-11-12,S007,EQX1075,Crane,Rental Start
2024-11-12,S007,EQX1016,Excavator,Rental Start
2024-11-12,S007,EQX1020,Excavator,Rental Start
2024-11-12,S009,EQX1040,Bulldozer,Rental Start
2024-11-13,S001,EQX1102,Loader,Rental Start
2024-11-13,S001,EQX1114,Roller,Rental Start
2024-11-13,S003,EQX1015,Excavator,Rental Start
2024-11-13,S003,EQX1051,Grader,Rental Start
2024-11-13,S006,EQX1044,Bulldozer,Rental Start
2024-11-13,S006,EQX1045,Bulldozer,Rental Start
2024-11-13,S010,EQX1022,Excavator,Rental Start
2024-11-14,S003,EQX1079,Crane,Rental Start
2024-11-14,S006,EQX1078,Crane,Rental Start
2024-11-14,S007,EQX1009,Excavator,Rental Start
2024-11-18,S001,EQX1083,Loader,Rental End
2024-11-18,S001,EQX1114,Roller,Rental End
2024-11-18,S002,EQX1043,Bulldozer,Rental End
2024-11-18,S002,EQX1049,Grader,Rental End
2024-11-18,S002,EQX1096,Loader,Rental End
2024-11-18,S003,EQX1079,Crane,Rental End
2024-11-18,S003,EQX1015,Excavator,Rental End
2024-11-18,S003,EQX1113,Roller,Rental End
2024-11-18,S004,EQX1028,Excavator,Rental End
2024-11-18,S004,EQX1061,Grader,Rental End
2024-11-18,S005,EQX1039,Bulldozer,Rental End
2024-11-18,S006,EQX1078,Crane,Rental End
2024-11-18,S007,EQX1071,Crane,Rental End
2024-11-18,S007,EQX1016,Excavator,Rental End
2024-11-18,S007,EQX1020,Excavator,Rental End
2024-11-18,S007,EQX1099,Loader,Rental End
2024-11-18,S008,EQX1018,Excavator,Rental End
2024-11-18,S009,EQX1040,Bulldozer,Rental End
2024-11-18,S009,EQX1093,Loader,Rental End
2024-11-18,S010,EQX1008,Excavator,Rental End
2024-11-19,S001,EQX1008,Excavator,Rental Start
2024-11-19,S003,EQX1099,Loader,Rental Start
2024-11-19,S005,EQX1118,Roller,Rental Start
2024-11-19,S010,EQX1109,Roller,Rental Start
2024-11-20,S002,EQX1080,Crane,Rental Start
2024-11-20,S004,EQX1074,Crane,Rental Start
2024-11-20,S004,EQX1098,Loader,Rental Start
2024-11-20,S005,EQX1057,Grader,Rental Start
2024-11-20,S005,EQX1058,Grader,Rental Start
2024-11-20,S010,EQX1065,Crane,Rental Start
2024-11-21,S002,EQX1120,Roller,Rental Start
2024-11-21,S003,EQX1029,Bulldozer,Rental Start
2024-11-21,S005,EQX1061,Grader,Rental Start
2024-11-21,S006,EQX1083,Loader,Rental Start
2024-11-21,S010,EQX1042,Bulldozer,Rental Start
2024-11-21,S010,EQX1062,Grader,Rental Start
2024-11-25,S001,EQX1102,Loader,Rental End
2024-11-25,S002,EQX1080,Crane,Rental End
2024-11-25,S003,EQX1029,Bulldozer,Rental End
2024-11-25,S003,EQX1099,Loader,Rental End
2024-11-25,S004,EQX1074,Crane,Rental End
2024-11-25,S004,EQX1098,Loader,Rental End
2024-11-25,S005,EQX1066,Crane,Rental End
2024-11-25,S005,EQX1019,Excavator,Rental End
2024-11-25,S005,EQX1057,Grader,Rental End
2024-11-25,S005,EQX1058,Grader,Rental End
2024-11-25,S006,EQX1045,Bulldozer,Rental End
2024-11-25,S006,EQX1083,Loader,Rental End
2024-11-25,S007,EQX1069,Crane,Rental End
2024-11-25,S007,EQX1009,Excavator,Rental End
2024-11-25,S007,EQX1100,Loader,Rental End
2024-11-25,S010,EQX1041,Bulldozer,Rental End
2024-11-25,S010,EQX1048,Bulldozer,Rental End
2024-11-25,S010,EQX1022,Excavator,Rental End
2024-11-25,S010,EQX1062,Grader,Rental End
2024-11-25,S010,EQX1109,Roller,Rental End
2024-11-26,S002,EQX1057,Grader,Rental Start
2024-11-26,S006,EQX1052,Grader,Rental Start
2024-11-26,S007,EQX1035,Bulldozer,Rental Start
2024-11-27,S004,EQX1049,Grader,Rental Start
2024-11-27,S009,EQX1001,Excavator,Rental Start
2024-11-28,S002,EQX1089,Loader,Rental Start
2024-11-28,S003,EQX1113,Roller,Rental Start
2024-11-28,S004,EQX1103,Roller,Rental Start
2024-11-28,S005,EQX1105,Roller,Rental Start
2024-11-28,S006,EQX1009,Excavator,Rental Start
2024-12-02,S001,EQX1008,Excavator,Rental End
2024-12-02,S002,EQX1057,Grader,Rental End
2024-12-02,S003,EQX1063,Grader,Rental End
2024-12-02,S003,EQX1113,Roller,Rental End
2024-12-02,S005,EQX1061,Grader,Rental End
2024-12-02,S005,EQX1118,Roller,Rental End
2024-12-02,S005,EQX1105,Roller,Rental End
2024-12-02,S006,EQX1044,Bulldozer,Rental End
2024-12-02,S007,EQX1035,Bulldozer,Rental End
2024-12-02,S007,EQX1075,Crane,Rental End
2024-12-02,S009,EQX1001,Excavator,Rental End
2024-12-02,S010,EQX1031,Bulldozer,Rental End
2024-12-02,S010,EQX1042,Bulldozer,Rental End
2024-12-02,S010,EQX1065,Crane,Rental End
2024-12-03,S002,EQX1075,Crane,Rental Start
2024-12-03,S003,EQX1044,Bulldozer,Rental Start
2024-12-03,S005,EQX1041,Bulldozer,Rental Start
2024-12-03,S006,EQX1106,Roller,Rental Start
2024-12-04,S002,EQX1076,Crane,Rental Start
2024-12-04,S002,EQX1099,Loader,Rental Start
2024-12-04,S004,EQX1079,Crane,Rental Start
2024-12-04,S004,EQX1006,Excavator,Rental Start
2024-12-04,S004,EQX1112,Roller,Rental Start
2024-12-04,S010,EQX1114,Roller,Rental Start
2024-12-05,S001,EQX1093,Loader,Rental Start
2024-12-05,S002,EQX1085,Loader,Rental Start
2024-12-05,S005,EQX1095,Loader,Rental Start
2024-12-05,S007,EQX1101,Loader,Rental Start
2024-12-05,S010,EQX1020,Excavator,Rental Start
2024-12-09,S001,EQX1093,Loader,Rental End
2024-12-09,S002,EQX1075,Crane,Rental End
2024-12-09,S002,EQX1089,Loader,Rental End
2024-12-09,S002,EQX1120,Roller,Rental End
2024-12-09,S004,EQX1079,Crane,Rental End
2024-12-09,S004,EQX1049,Grader,Rental End
2024-12-09,S005,EQX1095,Loader,Rental End
2024-12-09,S006,EQX1009,Excavator,Rental End
2024-12-09,S006,EQX1106,Roller,Rental End
2024-12-09,S010,EQX1114,Roller,Rental End
2024-12-11,S007,EQX1040,Bulldozer,Rental Start
2024-12-11,S010,EQX1045,Bulldozer,Rental Start
2024-12-11,S010,EQX1048,Bulldozer,Rental Start
2024-12-12,S001,EQX1073,Crane,Rental Start
2024-12-12,S008,EQX1092,Loader,Rental Start
2024-12-16,S001,EQX1073,Crane,Rental End
2024-12-16,S003,EQX1051,Grader,Rental End
2024-12-16,S004,EQX1103,Roller,Rental End
2024-12-16,S004,EQX1112,Roller,Rental End
2024-12-16,S007,EQX1040,Bulldozer,Rental End
2024-12-16,S010,EQX1045,Bulldozer,Rental End
2024-12-16,S010,EQX1020,Excavator,Rental End
2024-12-17,S007,EQX1110,Roller,Rental Start
2024-12-17,S008,EQX1015,Excavator,Rental Start
2024-12-17,S009,EQX1067,Crane,Rental Start
2024-12-18,S002,EQX1068,Crane,Rental Start
2024-12-18,S006,EQX1066,Crane,Rental Start
2024-12-18,S006,EQX1086,Loader,Rental Start
2024-12-19,S002,EQX1051,Grader,Rental Start
2024-12-19,S005,EQX1027,Excavator,Rental Start
2024-12-19,S005,EQX1112,Roller,Rental Start
2024-12-19,S006,EQX1100,Loader,Rental Start
2024-12-23,S002,EQX1076,Crane,Rental End
2024-12-23,S002,EQX1099,Loader,Rental End
2024-12-23,S002,EQX1085,Loader,Rental End
2024-12-23,S004,EQX1006,Excavator,Rental End
2024-12-23,S005,EQX1041,Bulldozer,Rental End
2024-12-23,S005,EQX1027,Excavator,Rental End
2024-12-23,S005,EQX1112,Roller,Rental End
2024-12-23,S006,EQX1066,Crane,Rental End
2024-12-23,S006,EQX1086,Loader,Rental End
2024-12-23,S008,EQX1015,Excavator,Rental End
2024-12-23,S008,EQX1092,Loader,Rental End
2024-12-23,S010,EQX1048,Bulldozer,Rental End
2024-12-24,S008,EQX1056,Grader,Rental Start
2024-12-24,S009,EQX1007,Excavator,Rental Start
2024-12-25,S001,EQX1065,Crane,Rental Start
2024-12-25,S007,EQX1037,Bulldozer,Rental Start
2024-12-25,S010,EQX1106,Roller,Rental Start
2024-12-25,S010,EQX1119,Roller,Rental Start
2024-12-26,S001,EQX1040,Bulldozer,Rental Start
2024-12-26,S004,EQX1112,Roller,Rental Start
2024-12-26,S006,EQX1023,Excavator,Rental Start
2024-12-26,S007,EQX1095,Loader,Rental Start
2024-12-26,S010,EQX1078,Crane,Rental Start
2024-12-26,S010,EQX1053,Grader,Rental Start
2024-12-30,S002,EQX1068,Crane,Rental End
2024-12-30,S002,EQX1051,Grader,Rental End
2024-12-30,S004,EQX1112,Roller,Rental End
2024-12-30,S006,EQX1023,Excavator,Rental End
2024-12-30,S006,EQX1100,Loader,Rental End
2024-12-30,S007,EQX1037,Bulldozer,Rental End
2024-12-30,S007,EQX1110,Roller,Rental End
2024-12-30,S008,EQX1056,Grader,Rental End
2024-12-30,S009,EQX1067,Crane,Rental End
2024-12-30,S009,EQX1007,Excavator,Rental End
2024-12-30,S010,EQX1078,Crane,Rental End
2024-12-30,S010,EQX1053,Grader,Rental End
2024-12-31,S001,EQX1085,Loader,Rental Start
2024-12-31,S002,EQX1047,Bulldozer,Rental Start
2024-12-31,S003,EQX1020,Excavator,Rental Start
2024-12-31,S004,EQX1066,Crane,Rental Start
2024-12-31,S005,EQX1115,Roller,Rental Start
2025-01-01,S001,EQX1097,Loader,Rental Start
2025-01-01,S002,EQX1099,Loader,Rental Start
2025-01-01,S003,EQX1060,Grader,Rental Start
2025-01-01,S004,EQX1022,Excavator,Rental Start
2025-01-01,S004,EQX1082,Loader,Rental Start
2025-01-01,S008,EQX1039,Bulldozer,Rental Start
2025-01-01,S009,EQX1083,Loader,Rental Start
2025-01-02,S002,EQX1016,Excavator,Rental Start
2025-01-02,S002,EQX1117,Roller,Rental Start
2025-01-02,S004,EQX1077,Crane,Rental Start
2025-01-02,S004,EQX1086,Loader,Rental Start
2025-01-02,S005,EQX1055,Grader,Rental Start
2025-01-02,S007,EQX1092,Loader,Rental Start
2025-01-02,S008,EQX1014,Excavator,Rental Start
2025-01-02,S008,EQX1100,Loader,Rental Start
2025-01-06,S001,EQX1065,Crane,Rental End
2025-01-06,S001,EQX1085,Loader,Rental End
2025-01-06,S002,EQX1047,Bulldozer,Rental End
2025-01-06,S002,EQX1016,Excavator,Rental End
2025-01-06,S002,EQX1117,Roller,Rental End
2025-01-06,S003,EQX1044,Bulldozer,Rental End
2025-01-06,S003,EQX1020,Excavator,Rental End
2025-01-06,S003,EQX1060,Grader,Rental End
2025-01-06,S004,EQX1082,Loader,Rental End
2025-01-06,S005,EQX1055,Grader,Rental End
2025-01-06,S006,EQX1052,Grader,Rental End
2025-01-06,S007,EQX1101,Loader,Rental End
2025-01-06,S010,EQX1106,Roller,Rental End
2025-01-06,S010,EQX1119,Roller,Rental End
2025-01-07,S002,EQX1065,Crane,Rental Start
2025-01-07,S004,EQX1105,Roller,Rental Start
2025-01-07,S005,EQX1046,Bulldozer,Rental Start
2025-01-07,S007,EQX1030,Bulldozer,Rental Start
2025-01-07,S010,EQX1012,Excavator,Rental Start
2025-01-08,S009,EQX1011,Excavator,Rental Start
2025-01-09,S001,EQX1013,Excavator,Rental Start
2025-01-09,S001,EQX1021,Excavator,Rental Start
2025-01-09,S002,EQX1052,Grader,Rental Start
2025-01-09,S004,EQX1104,Roller,Rental Start
2025-01-09,S004,EQX1111,Roller,Rental Start
2025-01-09,S006,EQX1091,Loader,Rental Start
2025-01-09,S006,EQX1112,Roller,Rental Start
2025-01-09,S007,EQX1038,Bulldozer,Rental Start
2025-01-09,S008,EQX1063,Grader,Rental Start
2025-01-09,S009,EQX1096,Loader,Rental Start
2025-01-09,S010,EQX1082,Loader,Rental Start
2025-01-13,S001,EQX1097,Loader,Rental End
2025-01-13,S004,EQX1066,Crane,Rental End
2025-01-13,S004,EQX1077,Crane,Rental End
2025-01-13,S004,EQX1105,Roller,Rental End
2025-01-13,S005,EQX1115,Roller,Rental End
2025-01-13,S006,EQX1091,Loader,Rental End
2025-01-13,S006,EQX1112,Roller,Rental End
2025-01-13,S007,EQX1030,Bulldozer,Rental End
2025-01-13,S007,EQX1095,Loader,Rental End
2025-01-13,S008,EQX1039,Bulldozer,Rental End
2025-01-13,S008,EQX1063,Grader,Rental End
2025-01-13,S008,EQX1100,Loader,Rental End
2025-01-13,S009,EQX1083,Loader,Rental End
2025-01-13,S010,EQX1082,Loader,Rental End
2025-01-14,S002,EQX1117,Roller,Rental Start
2025-01-14,S003,EQX1110,Roller,Rental Start
2025-01-15,S001,EQX1036,Bulldozer,Rental Start
2025-01-15,S001,EQX1041,Bulldozer,Rental Start
2025-01-15,S003,EQX1045,Bulldozer,Rental Start
2025-01-15,S003,EQX1016,Excavator,Rental Start
2025-01-15,S004,EQX1010,Excavator,Rental Start
2025-01-15,S008,EQX1119,Roller,Rental Start
2025-01-15,S010,EQX1066,Crane,Rental Start
2025-01-16,S004,EQX1043,Bulldozer,Rental Start
2025-01-16,S009,EQX1009,Excavator,Rental Start
2025-01-16,S009,EQX1056,Grader,Rental Start
2025-01-16,S009,EQX1105,Roller,Rental Start
2025-01-20,S001,EQX1040,Bulldozer,Rental End
2025-01-20,S001,EQX1041,Bulldozer,Rental End
2025-01-20,S001,EQX1013,Excavator,Rental End
2025-01-20,S001,EQX1021,Excavator,Rental End
2025-01-20,S002,EQX1065,Crane,Rental End
2025-01-20,S002,EQX1052,Grader,Rental End
2025-01-20,S002,EQX1099,Loader,Rental End
2025-01-20,S002,EQX1117,Roller,Rental End
2025-01-20,S003,EQX1045,Bulldozer,Rental End
2025-01-20,S003,EQX1016,Excavator,Rental End
2025-01-20,S004,EQX1043,Bulldozer,Rental End
2025-01-20,S004,EQX1086,Loader,Rental End
2025-01-20,S004,EQX1104,Roller,Rental End
2025-01-20,S005,EQX1046,Bulldozer,Rental End
2025-01-20,S007,EQX1038,Bulldozer,Rental End
2025-01-20,S008,EQX1119,Roller,Rental End
2025-01-20,S009,EQX1105,Roller,Rental End
2025-01-21,S001,EQX1062,Grader,Rental Start
2025-01-21,S002,EQX1004,Excavator,Rental Start
2025-01-21,S003,EQX1064,Grader,Rental Start
2025-01-21,S004,EQX1050,Grader,Rental Start
2025-01-21,S005,EQX1055,Grader,Rental Start
2025-01-21,S007,EQX1003,Excavator,Rental Start
2025-01-21,S009,EQX1073,Crane,Rental Start
2025-01-21,S009,EQX1099,Loader,Rental Start
2025-01-21,S010,EQX1038,Bulldozer,Rental Start
2025-01-22,S006,EQX1100,Loader,Rental Start
2025-01-22,S008,EQX1058,Grader,Rental Start
2025-01-23,S003,EQX1109,Roller,Rental Start
2025-01-23,S004,EQX1078,Crane,Rental Start
2025-01-23,S007,EQX1114,Roller,Rental Start
2025-01-23,S010,EQX1047,Bulldozer,Rental Start
2025-01-23,S010,EQX1069,Crane,Rental Start
2025-01-27,S001,EQX1036,Bulldozer,Rental End
2025-01-27,S001,EQX1062,Grader,Rental End
2025-01-27,S002,EQX1004,Excavator,Rental End
2025-01-27,S003,EQX1064,Grader,Rental End
2025-01-27,S004,EQX1078,Crane,Rental End
2025-01-27,S005,EQX1055,Grader,Rental End
2025-01-27,S006,EQX1100,Loader,Rental End
2025-01-27,S007,EQX1003,Excavator,Rental End
2025-01-27,S007,EQX1114,Roller,Rental End
2025-01-27,S008,EQX1058,Grader,Rental End
2025-01-27,S009,EQX1073,Crane,Rental End
2025-01-27,S009,EQX1011,Excavator,Rental End
2025-01-27,S009,EQX1056,Grader,Rental End
2025-01-27,S010,EQX1038,Bulldozer,Rental End
2025-01-27,S010,EQX1047,Bulldozer,Rental End
2025-01-27,S010,EQX1066,Crane,Rental End
2025-01-27,S010,EQX1012,Excavator,Rental End
2025-01-28,S006,EQX1005,Excavator,Rental Start
2025-01-28,S008,EQX1113,Roller,Rental Start
2025-01-28,S009,EQX1117,Roller,Rental Start
2025-01-28,S009,EQX1120,Roller,Rental Start
2025-01-29,S004,EQX1017,Excavator,Rental Start
2025-01-29,S006,EQX1006,Excavator,Rental Start
2025-01-29,S009,EQX1037,Bulldozer,Rental Start
2025-01-29,S010,EQX1085,Loader,Rental Start
2025-01-29,S010,EQX1091,Loader,Rental Start
2025-01-29,S010,EQX1102,Loader,Rental Start
2025-01-30,S001,EQX1019,Excavator,Rental Start
2025-01-30,S002,EQX1107,Roller,Rental Start
2025-01-30,S004,EQX1090,Loader,Rental Start
2025-01-30,S006,EQX1056,Grader,Rental Start
2025-01-30,S009,EQX1034,Bulldozer,Rental Start
2025-02-03,S002,EQX1107,Roller,Rental End
2025-02-03,S003,EQX1110,Roller,Rental End
2025-02-03,S004,EQX1050,Grader,Rental End
2025-02-03,S004,EQX1090,Loader,Rental End
2025-02-03,S006,EQX1005,Excavator,Rental End
2025-02-03,S006,EQX1056,Grader,Rental End
2025-02-03,S008,EQX1113,Roller,Rental End
2025-02-03,S009,EQX1037,Bulldozer,Rental End
2025-02-03,S009,EQX1117,Roller,Rental End
2025-02-03,S009,EQX1120,Roller,Rental End
2025-02-03,S010,EQX1102,Loader,Rental End
2025-02-04,S002,EQX1023,Excavator,Rental Start
2025-02-04,S003,EQX1095,Loader,Rental Start
2025-02-04,S004,EQX1012,Excavator,Rental Start
2025-02-04,S005,EQX1101,Loader,Rental Start
2025-02-04,S008,EQX1045,Bulldozer,Rental Start
2025-02-04,S009,EQX1052,Grader,Rental Start
2025-02-05,S001,EQX1025,Excavator,Rental Start
2025-02-05,S001,EQX1118,Roller,Rental Start
2025-02-05,S003,EQX1004,Excavator,Rental Start
2025-02-05,S004,EQX1040,Bulldozer,Rental Start
2025-02-05,S004,EQX1027,Excavator,Rental Start
2025-02-05,S005,EQX1063,Grader,Rental Start
2025-02-05,S007,EQX1058,Grader,Rental Start
2025-02-05,S008,EQX1072,Crane,Rental Start
2025-02-05,S010,EQX1054,Grader,Rental Start
2025-02-06,S005,EQX1053,Grader,Rental Start
2025-02-06,S005,EQX1061,Grader,Rental Start
2025-02-06,S008,EQX1050,Grader,Rental Start
2025-02-06,S009,EQX1087,Loader,Rental Start
2025-02-06,S010,EQX1015,Excavator,Rental Start
2025-02-10,S001,EQX1019,Excavator,Rental End
2025-02-10,S001,EQX1025,Excavator,Rental End
2025-02-10,S001,EQX1118,Roller,Rental End
2025-02-10,S004,EQX1040,Bulldozer,Rental End
2025-02-10,S004,EQX1022,Excavator,Rental End
2025-02-10,S004,EQX1010,Excavator,Rental End
2025-02-10,S004,EQX1017,Excavator,Rental End
2025-02-10,S004,EQX1012,Excavator,Rental End
2025-02-10,S004,EQX1027,Excavator,Rental End
2025-02-10,S004,EQX1111,Roller,Rental End
2025-02-10,S005,EQX1063,Grader,Rental End
2025-02-10,S005,EQX1053,Grader,Rental End
2025-02-10,S005,EQX1101,Loader,Rental End
2025-02-10,S006,EQX1006,Excavator,Rental End
2025-02-10,S007,EQX1058,Grader,Rental End
2025-02-10,S007,EQX1092,Loader,Rental End
2025-02-10,S008,EQX1045,Bulldozer,Rental End
2025-02-10,S008,EQX1072,Crane,Rental End
2025-02-10,S009,EQX1096,Loader,Rental End
2025-02-10,S009,EQX1099,Loader,Rental End
2025-02-10,S010,EQX1015,Excavator,Rental End
2025-02-10,S010,EQX1091,Loader,Rental End
2025-02-11,S002,EQX1032,Bulldozer,Rental Start
2025-02-11,S002,EQX1082,Loader,Rental Start
2025-02-11,S009,EQX1001,Excavator,Rental Start
2025-02-12,S001,EQX1041,Bulldozer,Rental Start
2025-02-12,S002,EQX1107,Roller,Rental Start
2025-02-12,S003,EQX1089,Loader,Rental Start
2025-02-12,S007,EQX1024,Excavator,Rental Start
2025-02-12,S009,EQX1017,Excavator,Rental Start
2025-02-13,S002,EQX1099,Loader,Rental Start
2025-02-13,S003,EQX1067,Crane,Rental Start
2025-02-13,S006,EQX1045,Bulldozer,Rental Start
2025-02-13,S009,EQX1003,Excavator,Rental Start
2025-02-17,S001,EQX1041,Bulldozer,Rental End
2025-02-17,S003,EQX1067,Crane,Rental End
2025-02-17,S003,EQX1004,Excavator,Rental End
2025-02-17,S005,EQX1061,Grader,Rental End
2025-02-17,S007,EQX1024,Excavator,Rental End
2025-02-17,S008,EQX1014,Excavator,Rental End
2025-02-17,S008,EQX1050,Grader,Rental End
2025-02-17,S009,EQX1009,Excavator,Rental End
2025-02-17,S009,EQX1001,Excavator,Rental End
2025-02-17,S009,EQX1052,Grader,Rental End
2025-02-17,S009,EQX1087,Loader,Rental End
2025-02-17,S010,EQX1069,Crane,Rental End
2025-02-17,S010,EQX1054,Grader,Rental End
2025-02-17,S010,EQX1085,Loader,Rental End
2025-02-18,S004,EQX1037,Bulldozer,Rental Start
2025-02-18,S004,EQX1058,Grader,Rental Start
2025-02-18,S006,EQX1011,Excavator,Rental Start
2025-02-18,S007,EQX1103,Roller,Rental Start
2025-02-18,S009,EQX1041,Bulldozer,Rental Start
2025-02-19,S002,EQX1087,Loader,Rental Start
2025-02-19,S003,EQX1120,Roller,Rental Start
2025-02-19,S004,EQX1062,Grader,Rental Start
2025-02-19,S007,EQX1085,Loader,Rental Start
2025-02-19,S008,EQX1030,Bulldozer,Rental Start
2025-02-20,S002,EQX1064,Grader,Rental Start
2025-02-20,S006,EQX1118,Roller,Rental Start
2025-02-20,S009,EQX1069,Crane,Rental Start
2025-02-24,S002,EQX1032,Bulldozer,Rental End
2025-02-24,S002,EQX1023,Excavator,Rental End
2025-02-24,S002,EQX1082,Loader,Rental End
2025-02-24,S002,EQX1099,Loader,Rental End
2025-02-24,S003,EQX1095,Loader,Rental End
2025-02-24,S003,EQX1089,Loader,Rental End
2025-02-24,S003,EQX1109,Roller,Rental End
2025-02-24,S006,EQX1118,Roller,Rental End
2025-02-24,S007,EQX1085,Loader,Rental End
2025-02-24,S007,EQX1103,Roller,Rental End
2025-02-24,S008,EQX1030,Bulldozer,Rental End
2025-02-24,S009,EQX1034,Bulldozer,Rental End
2025-02-24,S009,EQX1069,Crane,Rental End
2025-02-24,S009,EQX1017,Excavator,Rental End
2025-02-25,S003,EQX1077,Crane,Rental Start
2025-02-25,S003,EQX1020,Excavator,Rental Start
2025-02-25,S007,EQX1048,Bulldozer,Rental Start
